id,prefectures,areacodes,areasin2000,prefectures2020,areacodes2020,areas,population,popmale,popfemale
2,01_Hokkaido,1219,2000.0,01_Hokkaido,1219,0046_Mombetsu-shi,21215.0,"9,901 ","11,314 "
2,01_Hokkaido,1220,,01_Hokkaido,1220,0047_Shibetsu-shi,17858.0,"8,416 ","9,442 "
9,01_Hokkaido,1220,2000.0,01_Hokkaido,1220,0048_(Municipalities as of 2000) Shibetsu-shi,16734.0,"7,913 ","8,821 "
9,01_Hokkaido,1466,2000.0,01_Hokkaido,1220,0049_(Municipalities as of 2000) Asahi-cho,1124.0,503 ,621 
2,01_Hokkaido,1221,,01_Hokkaido,1221,0050_Nayoro-shi,27282.0,"13,322 ","13,960 "
9,01_Hokkaido,1221,2000.0,01_Hokkaido,1221,0051_(Municipalities as of 2000) Nayoro-shi,23788.0,"11,714 ","12,074 "
9,01_Hokkaido,1467,2000.0,01_Hokkaido,1221,0052_(Municipalities as of 2000) Furen-cho,3494.0,"1,608 ","1,886 "
2,01_Hokkaido,1222,2000.0,01_Hokkaido,1222,0053_Mikasa-shi,8040.0,"3,631 ","4,409 "
2,01_Hokkaido,1223,2000.0,01_Hokkaido,1223,0054_Nemuro-shi,24636.0,"11,762 ","12,874 "
2,01_Hokkaido,1224,2000.0,01_Hokkaido,1224,0055_Chitose-shi,97950.0,"49,790 ","48,160 "
2,01_Hokkaido,1225,2000.0,01_Hokkaido,1225,0056_Takikawa-shi,39490.0,"18,832 ","20,658 "
2,01_Hokkaido,1226,2000.0,01_Hokkaido,1226,0057_Sunagawa-shi,16486.0,"7,607 ","8,879 "
2,01_Hokkaido,1227,2000.0,01_Hokkaido,1227,0058_Utashinai-shi,2989.0,"1,399 ","1,590 "
2,01_Hokkaido,1228,2000.0,01_Hokkaido,1228,0059_Fukagawa-shi,20039.0,"9,362 ","10,677 "
2,01_Hokkaido,1229,2000.0,01_Hokkaido,1229,0060_Furano-shi,21131.0,"9,947 ","11,184 "
2,01_Hokkaido,1230,2000.0,01_Hokkaido,1230,0061_Noboribetsu-shi,46391.0,"22,146 ","24,245 "
2,01_Hokkaido,1231,2000.0,01_Hokkaido,1231,0062_Eniwa-shi,70331.0,"34,088 ","36,243 "
2,01_Hokkaido,1233,,01_Hokkaido,1233,0063_Date-shi,32826.0,"15,176 ","17,650 "
9,01_Hokkaido,1233,2000.0,01_Hokkaido,1233,0064_(Municipalities as of 2000) Date-shi,31748.0,"14,674 ","17,074 "
9,01_Hokkaido,1574,2000.0,01_Hokkaido,1233,0065_(Municipalities as of 2000) Otaki-mura,1078.0,502 ,576 
2,01_Hokkaido,1234,2000.0,01_Hokkaido,1234,0066_Kitahiroshima-shi,58171.0,"27,763 ","30,408 "
2,01_Hokkaido,1235,,01_Hokkaido,1235,0067_Ishikari-shi,56869.0,"27,324 ","29,545 "
9,01_Hokkaido,1235,2000.0,01_Hokkaido,1235,0068_(Municipalities as of 2000) Ishikari-shi,54147.0,"25,990 ","28,157 "
9,01_Hokkaido,1305,2000.0,01_Hokkaido,1235,0069_(Municipalities as of 2000) Atsuta-mura,1638.0,823 ,815 
9,01_Hokkaido,1306,2000.0,01_Hokkaido,1235,0070_(Municipalities as of 2000) Hamamasu-mura,1084.0,511 ,573 
2,01_Hokkaido,1236,,01_Hokkaido,1236,0071_Hokuto-shi,44302.0,"20,542 ","23,760 "
9,01_Hokkaido,1335,2000.0,01_Hokkaido,1236,0072_(Municipalities as of 2000) Kamiiso-cho,34276.0,"15,857 ","18,419 "
9,01_Hokkaido,1336,2000.0,01_Hokkaido,1236,0073_(Municipalities as of 2000) Ono-cho,10026.0,"4,685 ","5,341 "
3,01_Hokkaido,1303,2000.0,01_Hokkaido,1303,0074_Tobetsu-cho,15916.0,"7,703 ","8,213 "
3,01_Hokkaido,1304,2000.0,01_Hokkaido,1304,0075_Shinshinotsu-mura,3044.0,"1,484 ","1,560 "
3,01_Hokkaido,1331,2000.0,01_Hokkaido,1331,0076_Matsumae-cho,6260.0,"2,805 ","3,455 "
3,01_Hokkaido,1332,2000.0,01_Hokkaido,1332,0077_Fukushima-cho,3794.0,"1,755 ","2,039 "
3,01_Hokkaido,1333,2000.0,01_Hokkaido,1333,0078_Shiriuchi-cho,4167.0,"2,060 ","2,107 "
3,01_Hokkaido,1334,2000.0,01_Hokkaido,1334,0079_Kikonai-cho,3832.0,"1,750 ","2,082 "
3,01_Hokkaido,1337,2000.0,01_Hokkaido,1337,0080_Nanae-cho,27686.0,"12,679 ","15,007 "
3,01_Hokkaido,1343,2000.0,01_Hokkaido,1343,0081_Shikabe-cho,3760.0,"1,779 ","1,981 "
3,01_Hokkaido,1345,,01_Hokkaido,1345,0082_Mori-machi,14338.0,"6,658 ","7,680 "
9,01_Hokkaido,1344,2000.0,01_Hokkaido,1345,0083_(Municipalities as of 2000) Sawara-cho,3404.0,"1,563 ","1,841 "
9,01_Hokkaido,1345,2000.0,01_Hokkaido,1345,0084_(Municipalities as of 2000) Mori-machi,10934.0,"5,095 ","5,839 "
3,01_Hokkaido,1346,,01_Hokkaido,1346,0085_Yakumo-cho,15826.0,"7,894 ","7,932 "
9,01_Hokkaido,1346,2000.0,01_Hokkaido,1346,0086_(Municipalities as of 2000) Yakumo-cho,13833.0,"6,970 ","6,863 "
9,01_Hokkaido,1365,2000.0,01_Hokkaido,1346,0087_(Municipalities as of 2000) Kumaishi-cho,1993.0,924 ,"1,069 "
3,01_Hokkaido,1347,2000.0,01_Hokkaido,1347,0088_Oshamambe-cho,5109.0,"2,448 ","2,661 "
3,01_Hokkaido,1361,2000.0,01_Hokkaido,1361,0089_Esashi-cho,7428.0,"3,569 ","3,859 "
3,01_Hokkaido,1362,2000.0,01_Hokkaido,1362,0090_Kaminokuni-cho,4306.0,"1,965 ","2,341 "
3,01_Hokkaido,1363,2000.0,01_Hokkaido,1363,0091_Assabu-cho,3592.0,"1,717 ","1,875 "
3,01_Hokkaido,1364,2000.0,01_Hokkaido,1364,0092_Otobe-cho,3403.0,"1,538 ","1,865 "
3,01_Hokkaido,1367,2000.0,01_Hokkaido,1367,0093_Okushiri-cho,2410.0,"1,280 ","1,130 "
3,01_Hokkaido,1370,2000.0,01_Hokkaido,1370,0094_Imakane-cho,5072.0,"2,446 ","2,626 "
3,01_Hokkaido,1371,,01_Hokkaido,1371,0095_Setana-cho,7398.0,"3,466 ","3,932 "
9,01_Hokkaido,1366,2000.0,01_Hokkaido,1371,0096_(Municipalities as of 2000) Taisei-cho,1280.0,555 ,725 
9,01_Hokkaido,1368,2000.0,01_Hokkaido,1371,0097_(Municipalities as of 2000) Setana-cho,1615.0,767 ,848 
9,01_Hokkaido,1369,2000.0,01_Hokkaido,1371,0098_(Municipalities as of 2000) Kitahiyama-cho,4503.0,"2,144 ","2,359 "
3,01_Hokkaido,1391,2000.0,01_Hokkaido,1391,0099_Shimamaki-mura,1356.0,687 ,669 
3,01_Hokkaido,1392,2000.0,01_Hokkaido,1392,0100_Suttsu-cho,2838.0,"1,397 ","1,441 "
3,01_Hokkaido,1393,2000.0,01_Hokkaido,1393,0101_Kuromatsunai-cho,2791.0,"1,353 ","1,438 "
3,01_Hokkaido,1394,2000.0,01_Hokkaido,1394,0102_Rankoshi-cho,4568.0,"2,197 ","2,371 "
3,01_Hokkaido,1395,2000.0,01_Hokkaido,1395,0103_Niseko-cho,5074.0,"2,624 ","2,450 "
3,01_Hokkaido,1396,2000.0,01_Hokkaido,1396,0104_Makkari-mura,2045.0,"1,035 ","1,010 "
3,01_Hokkaido,1397,2000.0,01_Hokkaido,1397,0105_Rusutsu-mura,1911.0,971 ,940 
3,01_Hokkaido,1398,2000.0,01_Hokkaido,1398,0106_Kimobetsu-cho,2156.0,"1,112 ","1,044 "
3,01_Hokkaido,1399,2000.0,01_Hokkaido,1399,0107_Kyogoku-cho,2941.0,"1,420 ","1,521 "
3,01_Hokkaido,1400,2000.0,01_Hokkaido,1400,0108_Kutchan-cho,15129.0,"7,787 ","7,342 "
3,01_Hokkaido,1401,2000.0,01_Hokkaido,1401,0109_Kyowa-cho,5772.0,"3,047 ","2,725 "
3,01_Hokkaido,1402,2000.0,01_Hokkaido,1402,0110_Iwanai-cho,11648.0,"5,500 ","6,148 "
3,01_Hokkaido,1403,2000.0,01_Hokkaido,1403,0111_Tomari-mura,1569.0,784 ,785 
3,01_Hokkaido,1404,2000.0,01_Hokkaido,1404,0112_Kamoenai-mura,870.0,400 ,470 
3,01_Hokkaido,1405,2000.0,01_Hokkaido,1405,0113_Shakotan-cho,1831.0,855 ,976 
3,01_Hokkaido,1406,2000.0,01_Hokkaido,1406,0114_Furubira-cho,2745.0,"1,307 ","1,438 "
3,01_Hokkaido,1407,2000.0,01_Hokkaido,1407,0115_Niki-cho,3180.0,"1,526 ","1,654 "
3,01_Hokkaido,1408,2000.0,01_Hokkaido,1408,0116_Yoichi-cho,18000.0,"8,342 ","9,658 "
3,01_Hokkaido,1409,2000.0,01_Hokkaido,1409,0117_Akaigawa-mura,1165.0,606 ,559 
3,01_Hokkaido,1423,2000.0,01_Hokkaido,1423,0118_Nanporo-cho,7319.0,"3,461 ","3,858 "
3,01_Hokkaido,1424,2000.0,01_Hokkaido,1424,0119_Naie-cho,5120.0,"2,405 ","2,715 "
3,01_Hokkaido,1425,2000.0,01_Hokkaido,1425,0120_Kamisunagawa-cho,2841.0,"1,292 ","1,549 "
3,01_Hokkaido,1427,2000.0,01_Hokkaido,1427,0121_Yuni-cho,4822.0,"2,302 ","2,520 "
3,01_Hokkaido,1428,2000.0,01_Hokkaido,1428,0122_Naganuma-cho,10289.0,"4,919 ","5,370 "
3,01_Hokkaido,1429,2000.0,01_Hokkaido,1429,0123_Kuriyama-cho,11272.0,"5,176 ","6,096 "
3,01_Hokkaido,1430,2000.0,01_Hokkaido,1430,0124_Tsukigata-cho,3691.0,"2,185 ","1,506 "
3,01_Hokkaido,1431,2000.0,01_Hokkaido,1431,0125_Urausu-cho,1732.0,845 ,887 
3,01_Hokkaido,1432,2000.0,01_Hokkaido,1432,0126_Shintotsukawa-cho,6484.0,"2,976 ","3,508 "
3,01_Hokkaido,1433,2000.0,01_Hokkaido,1433,0127_Moseushi-cho,2693.0,"1,290 ","1,403 "
3,01_Hokkaido,1434,2000.0,01_Hokkaido,1434,0128_Chippubetsu-cho,2329.0,"1,072 ","1,257 "
3,01_Hokkaido,1436,2000.0,01_Hokkaido,1436,0129_Uryu-cho,2389.0,"1,165 ","1,224 "
3,01_Hokkaido,1437,2000.0,01_Hokkaido,1437,0130_Hokuryu-cho,1724.0,823 ,901 
3,01_Hokkaido,1438,2000.0,01_Hokkaido,1438,0131_Numata-cho,2909.0,"1,392 ","1,517 "
3,01_Hokkaido,1452,2000.0,01_Hokkaido,1452,0132_Takasu-cho,6567.0,"3,105 ","3,462 "
3,01_Hokkaido,1453,2000.0,01_Hokkaido,1453,0133_Higashikagura-cho,10127.0,"4,702 ","5,425 "
3,01_Hokkaido,1454,2000.0,01_Hokkaido,1454,0134_Tohma-cho,6319.0,"2,912 ","3,407 "
3,01_Hokkaido,1455,2000.0,01_Hokkaido,1455,0135_Pippu-cho,3520.0,"1,662 ","1,858 "
3,01_Hokkaido,1456,2000.0,01_Hokkaido,1456,0136_Aibetsu-cho,2605.0,"1,215 ","1,390 "
3,01_Hokkaido,1457,2000.0,01_Hokkaido,1457,0137_Kamikawa-cho,3500.0,"1,708 ","1,792 "
3,01_Hokkaido,1458,2000.0,01_Hokkaido,1458,0138_Higashikawa-cho,8314.0,"3,877 ","4,437 "
3,01_Hokkaido,1459,2000.0,01_Hokkaido,1459,0139_Biei-cho,9668.0,"4,495 ","5,173 "
3,01_Hokkaido,1460,2000.0,01_Hokkaido,1460,0140_Kamifurano-cho,10348.0,"5,363 ","4,985 "
3,01_Hokkaido,1461,2000.0,01_Hokkaido,1461,0141_Nakafurano-cho,4733.0,"2,260 ","2,473 "
3,01_Hokkaido,1462,2000.0,01_Hokkaido,1462,0142_Minamifurano-cho,2376.0,"1,228 ","1,148 "
3,01_Hokkaido,1463,2000.0,01_Hokkaido,1463,0143_Shimukappu-mura,1306.0,653 ,653 
3,01_Hokkaido,1464,2000.0,01_Hokkaido,1464,0144_Wassamu-cho,3192.0,"1,497 ","1,695 "
3,01_Hokkaido,1465,2000.0,01_Hokkaido,1465,0145_Kembuchi-cho,2926.0,"1,425 ","1,501 "
3,01_Hokkaido,1468,2000.0,01_Hokkaido,1468,0146_Shimokawa-cho,3126.0,"1,491 ","1,635 "
3,01_Hokkaido,1469,2000.0,01_Hokkaido,1469,0147_Bifuka-cho,4145.0,"2,038 ","2,107 "
3,01_Hokkaido,1470,2000.0,01_Hokkaido,1470,0148_Otoineppu-mura,706.0,365 ,341 
3,01_Hokkaido,1471,2000.0,01_Hokkaido,1471,0149_Nakagawa-cho,1528.0,805 ,723 
3,01_Hokkaido,1439,,01_Hokkaido,1472,0150_Horokanai-cho,1370.0,681 ,689 
9,01_Hokkaido,1439,2000.0,01_Hokkaido,1472,0151_(Municipalities as of 2000) Horokanai-cho,1370.0,681 ,689 
3,01_Hokkaido,1481,2000.0,01_Hokkaido,1481,0152_Mashike-cho,3908.0,"1,776 ","2,132 "
3,01_Hokkaido,1482,2000.0,01_Hokkaido,1482,0153_Obira-cho,2994.0,"1,431 ","1,563 "
3,01_Hokkaido,1483,2000.0,01_Hokkaido,1483,0154_Tomamae-cho,2936.0,"1,428 ","1,508 "
3,01_Hokkaido,1484,2000.0,01_Hokkaido,1484,0155_Haboro-cho,6548.0,"3,163 ","3,385 "
3,01_Hokkaido,1485,2000.0,01_Hokkaido,1485,0156_Shosambetsu-mura,1080.0,518 ,562 
3,01_Hokkaido,1486,2000.0,01_Hokkaido,1486,0157_Embetsu-cho,2520.0,"1,222 ","1,298 "
3,01_Hokkaido,1487,2000.0,01_Hokkaido,1487,0158_Teshio-cho,2950.0,"1,478 ","1,472 "
3,01_Hokkaido,1511,2000.0,01_Hokkaido,1511,0159_Sarufutsu-mura,2611.0,"1,285 ","1,326 "
3,01_Hokkaido,1512,2000.0,01_Hokkaido,1512,0160_Hamatonbetsu-cho,3448.0,"1,675 ","1,773 "
3,01_Hokkaido,1513,2000.0,01_Hokkaido,1513,0161_Nakatombetsu-cho,1637.0,818 ,819 
3,01_Hokkaido,1514,,01_Hokkaido,1514,0162_Esashi-cho,7565.0,"3,600 ","3,965 "
9,01_Hokkaido,1514,2000.0,01_Hokkaido,1514,0163_(Municipalities as of 2000) Esashi-cho,6067.0,"2,884 ","3,183 "
9,01_Hokkaido,1515,2000.0,01_Hokkaido,1514,0164_(Municipalities as of 2000) Utanobori-cho,1498.0,716 ,782 
3,01_Hokkaido,1516,2000.0,01_Hokkaido,1516,0165_Toyotomi-cho,3974.0,"2,098 ","1,876 "
3,01_Hokkaido,1517,2000.0,01_Hokkaido,1517,0166_Rebun-cho,2509.0,"1,284 ","1,225 "
3,01_Hokkaido,1518,2000.0,01_Hokkaido,1518,0167_Rishiri-cho,2004.0,994 ,"1,010 "
3,01_Hokkaido,1519,2000.0,01_Hokkaido,1519,0168_Rishirifuji-cho,2458.0,"1,188 ","1,270 "
3,01_Hokkaido,1488,,01_Hokkaido,1520,0169_Horonobe-cho,2371.0,"1,290 ","1,081 "
9,01_Hokkaido,1488,2000.0,01_Hokkaido,1520,0170_(Municipalities as of 2000) Horonobe-cho,2371.0,"1,290 ","1,081 "
3,01_Hokkaido,1543,2000.0,01_Hokkaido,1543,0171_Bihoro-cho,18697.0,"9,063 ","9,634 "
3,01_Hokkaido,1544,2000.0,01_Hokkaido,1544,0172_Tsubetsu-cho,4373.0,"2,096 ","2,277 "
3,01_Hokkaido,1545,2000.0,01_Hokkaido,1545,0173_Shari-cho,11418.0,"5,672 ","5,746 "
3,01_Hokkaido,1546,2000.0,01_Hokkaido,1546,0174_Kiyosato-cho,3883.0,"1,882 ","2,001 "
3,01_Hokkaido,1547,2000.0,01_Hokkaido,1547,0175_Koshimizu-cho,4623.0,"2,207 ","2,416 "
3,01_Hokkaido,1549,2000.0,01_Hokkaido,1549,0176_Kunneppu-cho,4677.0,"2,241 ","2,436 "
3,01_Hokkaido,1550,2000.0,01_Hokkaido,1550,0177_Oketo-cho,2775.0,"1,281 ","1,494 "
3,01_Hokkaido,1552,2000.0,01_Hokkaido,1552,0178_Saroma-cho,4875.0,"2,296 ","2,579 "
3,01_Hokkaido,1555,,01_Hokkaido,1555,0179_Engaru-cho,19241.0,"9,337 ","9,904 "
9,01_Hokkaido,1554,2000.0,01_Hokkaido,1555,0180_(Municipalities as of 2000) Ikutahara-cho,1582.0,792 ,790 
9,01_Hokkaido,1555,2000.0,01_Hokkaido,1555,0181_(Municipalities as of 2000) Engaru-cho,15859.0,"7,730 ","8,129 "
9,01_Hokkaido,1556,2000.0,01_Hokkaido,1555,0182_(Municipalities as of 2000) Maruseppu-cho,1214.0,536 ,678 
9,01_Hokkaido,1557,2000.0,01_Hokkaido,1555,0183_(Municipalities as of 2000) Shirataki-mura,586.0,279 ,307 
3,01_Hokkaido,1559,,01_Hokkaido,1559,0184_Yubetsu-cho,8270.0,"3,947 ","4,323 "
9,01_Hokkaido,1558,2000.0,01_Hokkaido,1559,0185_(Municipalities as of 2000) Kamiyubetsu-cho,4467.0,"2,079 ","2,388 "
9,01_Hokkaido,1559,2000.0,01_Hokkaido,1559,0186_(Municipalities as of 2000) Yubetsu-cho,3803.0,"1,868 ","1,935 "
3,01_Hokkaido,1560,2000.0,01_Hokkaido,1560,0187_Takinoue-cho,2421.0,"1,177 ","1,244 "
3,01_Hokkaido,1561,2000.0,01_Hokkaido,1561,0188_Okoppe-cho,3628.0,"1,768 ","1,860 "
3,01_Hokkaido,1562,2000.0,01_Hokkaido,1562,0189_Nishiokoppe-mura,1053.0,520 ,533 
3,01_Hokkaido,1563,2000.0,01_Hokkaido,1563,0190_Oumu-cho,4199.0,"1,999 ","2,200 "
3,01_Hokkaido,1564,,01_Hokkaido,1564,0191_Ozora-cho,6775.0,"3,287 ","3,488 "
9,01_Hokkaido,1541,2000.0,01_Hokkaido,1564,0192_(Municipalities as of 2000) Higashimokoto-mura,2124.0,"1,011 ","1,113 "
9,01_Hokkaido,1542,2000.0,01_Hokkaido,1564,0193_(Municipalities as of 2000) Memambetsu-cho,4651.0,"2,276 ","2,375 "
3,01_Hokkaido,1571,2000.0,01_Hokkaido,1571,0194_Toyoura-cho,3821.0,"1,781 ","2,040 "
3,01_Hokkaido,1575,2000.0,01_Hokkaido,1575,0195_Sobetsu-cho,2743.0,"1,285 ","1,458 "
3,01_Hokkaido,1578,2000.0,01_Hokkaido,1578,0196_Shiraoi-cho,16212.0,"7,706 ","8,506 "
3,01_Hokkaido,1581,2000.0,01_Hokkaido,1581,0197_Atsuma-cho,4432.0,"2,249 ","2,183 "
3,01_Hokkaido,1584,,01_Hokkaido,1584,0198_Toyako-cho,8442.0,"3,909 ","4,533 "
9,01_Hokkaido,1572,2000.0,01_Hokkaido,1584,0199_(Municipalities as of 2000) Abuta-cho,6874.0,"3,173 ","3,701 "
9,01_Hokkaido,1573,2000.0,01_Hokkaido,1584,0200_(Municipalities as of 2000) Toya-mura,1568.0,736 ,832 
3,01_Hokkaido,1585,,01_Hokkaido,1585,0201_Abira-cho,7340.0,"3,632 ","3,708 "
9,01_Hokkaido,1579,2000.0,01_Hokkaido,1585,0202_(Municipalities as of 2000) Hayakita-cho,4358.0,"2,192 ","2,166 "
9,01_Hokkaido,1580,2000.0,01_Hokkaido,1585,0203_(Municipalities as of 2000) Oiwake-cho,2982.0,"1,440 ","1,542 "
3,01_Hokkaido,1586,,01_Hokkaido,1586,0204_Mukawa-cho,7651.0,"3,779 ","3,872 "
9,01_Hokkaido,1582,2000.0,01_Hokkaido,1586,0205_(Municipalities as of 2000) Mukawa-cho,5253.0,"2,606 ","2,647 "
9,01_Hokkaido,1583,2000.0,01_Hokkaido,1586,0206_(Municipalities as of 2000) Hobetsu-cho,2398.0,"1,173 ","1,225 "
3,01_Hokkaido,1601,,01_Hokkaido,1601,0207_Hidaka-cho,11279.0,"5,712 ","5,567 "
9,01_Hokkaido,1601,2000.0,01_Hokkaido,1601,0208_(Municipalities as of 2000) Hidaka-cho,1347.0,703 ,644 
9,01_Hokkaido,1603,2000.0,01_Hokkaido,1601,0209_(Municipalities as of 2000) Mombetsu-cho,9932.0,"5,009 ","4,923 "
3,01_Hokkaido,1602,2000.0,01_Hokkaido,1602,0210_Biratori-cho,4776.0,"2,395 ","2,381 "
3,01_Hokkaido,1604,2000.0,01_Hokkaido,1604,0211_Niikappu-cho,5309.0,"2,603 ","2,706 "
3,01_Hokkaido,1607,2000.0,01_Hokkaido,1607,0212_Urakawa-cho,12074.0,"5,975 ","6,099 "
3,01_Hokkaido,1608,2000.0,01_Hokkaido,1608,0213_Samani-cho,4043.0,"1,923 ","2,120 "
3,01_Hokkaido,1609,2000.0,01_Hokkaido,1609,0214_Erimo-cho,4374.0,"2,230 ","2,144 "
3,01_Hokkaido,1610,,01_Hokkaido,1610,0215_Shinhidaka-cho,21517.0,"10,473 ","11,044 "
9,01_Hokkaido,1605,2000.0,01_Hokkaido,1610,0216_(Municipalities as of 2000) Shizunai-cho,18041.0,"8,816 ","9,225 "
9,01_Hokkaido,1606,2000.0,01_Hokkaido,1610,0217_(Municipalities as of 2000) Mitsuishi-cho,3476.0,"1,657 ","1,819 "
3,01_Hokkaido,1631,2000.0,01_Hokkaido,1631,0218_Otofuke-cho,43576.0,"20,630 ","22,946 "
3,01_Hokkaido,1632,2000.0,01_Hokkaido,1632,0219_Shihoro-cho,5848.0,"2,891 ","2,957 "
3,01_Hokkaido,1633,2000.0,01_Hokkaido,1633,0220_Kamishihoro-cho,4778.0,"2,343 ","2,435 "
